#1-1
71.773000,360.248500,557.290500,181.987500,199.966500,382.638000,235.411000,337.165500,981.598500,265.633500,178.225500,274.760000,486.215500,78.265000,184.010000,81.542000,1093.490000,399.685000,738.857500,144.680000,270.086500,166.592000,433.663000,282.806500,353.955500,578.061500,251.825500,208.931500,255.384000,354.131000,485.499500,343.302500,382.973500,284.410500,293.642000,232.627000,198.549000,123.275000,287.212000,122.759500,200.545000,262.791000,366.277500,265.985500,288.517000,178.399000,251.015000,437.836000,431.327500,147.220000,243.010000,287.143500,341.087000,171.188500,421.586000,351.166000,275.148500,181.370500,237.719500,662.530000,460.287000,296.887500,187.469000,224.711500,528.725500,135.050000,121.013000,143.637500,282.042000,327.021000,728.150500,277.424500,156.496500,199.037500,420.128000,151.461000,215.185500,496.214500,807.677000,243.013500,237.262500,99.199000,175.272500,120.340500,196.224500,201.288500,198.911500,400.781500,601.738000,98.077000,193.059500,208.506500,226.431000,296.791500,627.247000,82.236000,263.659500,130.719500,262.069000,551.990000

#1-2
79.148000,233.182500,97.686500,358.581000,191.735000,574.687000,240.311500,168.776000,124.975000,209.932000,161.076500,360.257500,211.349000,485.468000,1014.333000,301.071500,133.139000,101.088500,34.832000,294.223000,215.361000,483.317500,236.966500,336.002000,150.961000,245.986000,45.108500,184.443500,211.124500,49.314000,436.187500,37.185000,83.078000,131.407500,105.104000,61.044500,91.504000,174.532000,591.495500,14.620500,217.964500,165.166000,623.712500,235.956000,81.542000,465.879500,29.128000,43.948000,266.157000,125.891500,106.417500,766.457500,125.406500,280.615000,61.067000,144.934000,62.201000,327.961500,55.102500,199.845000,73.838500,321.288500,51.254500,271.392500,256.353000,122.653500,89.613000,106.562500,293.296500,298.024000,77.498500,99.512500,101.872000,54.885000,147.713000,28.478000,207.257500,60.358000,432.151500,58.697000,159.229500,223.037000,116.316500,23.555000,30.519500,458.026500,362.702500,28.910000,148.027500,28.458500,155.362000,87.777000,128.302500,222.341000,131.743500,107.392000,30.917000,52.519000,321.172000,24.985000

#1-3
45.031000,171.661000,35.549000,21.482500,162.431000,136.968500,27.701500,71.516000,89.626500,57.139000,32.751000,53.968000,147.118000,249.129000,58.855500,211.636000,315.288500,77.393000,52.243500,62.688500,20.297500,27.855000,236.182500,51.466000,25.282500,91.040000,32.375500,44.091500,69.226500,167.561500,26.786000,18.715500,119.944500,185.577000,42.331500,239.607000,232.402500,128.132000,69.819500,25.249000,34.418500,185.416000,75.687000,295.323500,139.440500,27.670000,86.293500,31.053000,175.453500,31.414000,21.345000,19.922500,142.121500,163.451000,43.516000,109.936000,15.162500,211.254000,40.024500,13.098500,311.531500,244.423500,148.461000,36.245500,465.378500,40.075500,81.502000,42.383500,13.882500,15.394500,20.398500,52.753000,44.958500,61.049500,100.978500,31.074500,117.899500,163.229500,13.580500,119.109000,123.122500,15.794500,46.198000,38.903000,16.974000,30.177000,20.679500,13.889000,37.717000,17.194500,114.104500,13.900000,64.837500,56.516500,68.587000,12.498000,17.745500,24.295000,50.578500,113.101500

#2-1
2862.996000,2492.465000,1821.250000,3055.599000,1977.395000,3944.195000,2832.396000,1420.130000,1533.619000,1473.503000,2045.268000,1736.801000,1763.011000,1008.255000,2386.303000,1264.366000,1666.728000,1763.961000,1257.443000,2126.725000,2689.269000,2314.391000,1053.558000,2562.906000,1513.022000,1172.343000,2074.764000,1706.850000,1815.333000,1312.735000,2218.731000,1876.806000,1235.141000,2213.207000,1566.993000,921.035000,3495.522000,1618.909000,1540.406000,2802.177000,1271.166000,1349.901000,1450.206000,1453.789000,1443.229000,1560.593000,1139.840000,1099.404000,2637.406000,1513.185000,2126.448000,1258.901000,1354.950000,1384.058000,1262.972000,1190.559000,1081.058000,1210.372000,1289.204000,1111.793000,1302.479000,1255.294000,832.001000,2416.377000,1076.040000,1087.251000,1376.893000,1820.388000,1417.545000,1751.397000,806.013000,1061.881000,1253.660000,813.335000,1747.884000,955.401000,1410.667000,1397.829000,1136.879000,1317.941000,2526.685000,1083.853000,1162.533000,1851.148000,881.469000,878.950000,1321.954000,1378.824000,1158.028000,1024.574000,1542.906000,1537.255000,1038.160000,1892.725000,1352.106000,1374.693000,992.441000,1446.146000,1209.581000,1253.102000

#2-2
1945.844000,1012.324000,1498.444000,217.307000,1454.538000,1548.173000,1314.185000,1379.360000,840.802000,2660.978000,936.791000,1687.517000,1801.962000,1159.084000,1241.800000,503.660000,479.691000,1548.115000,1121.915000,1108.943000,1641.509000,1004.641000,801.397000,1328.554000,874.442000,1032.600000,1017.545000,930.053000,964.932000,992.970000,797.200000,713.234000,1334.618000,936.389000,1274.649000,1189.179000,1002.763000,1563.475000,1179.010000,836.686000,712.754000,1089.189000,880.071000,897.497000,1114.346000,386.728000,762.401000,649.536000,1780.792000,809.373000,1668.002000,407.854000,550.127000,499.101000,617.256000,263.915000,331.332000,435.743000,766.902000,830.457000,769.075000,518.066000,741.035000,626.506000,709.161000,1472.800000,182.729000,761.949000,1164.694000,642.666000,238.115000,671.056000,780.161000,468.213000,602.308000,714.647000,454.007000,567.178000,1597.350000,509.567000,872.666000,569.978000,1067.684000,1230.208000,1208.420000,712.955000,1042.381000,781.914000,194.819000,746.898000,790.249000,575.466000,401.390000,544.814000,1494.221000,472.854000,624.909000,1128.319000,267.864000,900.856000

#2-3
2609.314000,696.981000,923.517000,480.469000,589.909000,916.087000,435.589000,1929.802000,675.993000,716.633000,243.965000,1258.870000,522.895000,602.255000,173.447000,287.501000,1638.003000,1445.597000,866.408000,463.152000,464.648000,376.604000,410.140000,1191.645000,393.348000,1646.644000,213.531000,448.219000,511.300000,2620.354000,736.331000,1292.335000,704.145000,572.926000,339.804000,323.368000,877.320000,1838.007000,142.021000,613.858000,185.284000,339.857000,430.354000,986.947000,836.809000,187.694000,551.022000,509.349000,372.340000,744.844000,412.464000,329.289000,302.177000,1107.150000,245.973000,525.044000,1085.039000,718.572000,314.085000,553.989000,236.772000,737.506000,151.333000,353.660000,896.255000,325.706000,419.160000,723.510000,720.161000,363.055000,262.880000,801.909000,465.841000,404.532000,456.914000,628.256000,790.797000,389.907000,350.140000,828.879000,307.539000,813.714000,1450.987000,1161.731000,558.409000,203.198000,181.166000,368.294000,484.634000,762.290000,706.638000,300.217000,208.716000,448.480000,351.037000,1372.011000,216.953000,576.593000,1174.204000,746.272000

#3-1
6142.909500,8508.367500,7048.858500,5882.307000,5447.989500,3042.936000,5243.088000,4620.975000,4052.368500,4524.157500,4973.256000,3115.032000,6511.507500,4348.668000,3063.181500,4084.980000,4968.343500,5667.171000,4946.128500,4025.854500,5545.687500,3883.005000,4899.306000,3862.189500,4435.576500,3866.340000,3470.775000,2599.173000,2383.894500,4125.456000,4409.058000,3430.005000,3731.058000,2701.227000,3981.199500,4137.844500,3514.539000,3486.703500,3456.697500,3842.572500,3980.478000,4016.172000,3751.908000,4035.324000,3925.725000,4439.470500,3124.660500,3859.435500,4820.611500,4228.138500,4059.190500,2931.675000,3596.640000,3138.850500,2948.086500,4207.675500,4208.422500,3858.304500,2723.863500,4274.109000,3175.894500,3594.150000,3556.377000,3667.930500,3484.870500,3409.420500,4694.473500,2998.156500,3344.124000,3875.566500,3343.348500,4080.331500,3502.554000,2302.344000,3793.836000,3269.734500,3908.727000,4384.438500,3224.979000,4136.173500,3672.417000,3184.605000,2902.501500,3233.488500,3609.639000,3544.872000,2707.390500,3695.920500,3165.378000,3006.060000,3538.236000,3493.893000,3967.810500,2278.165500,3699.964500,4724.047500,3792.775500,4801.480500,3112.597500,2371.950000

#3-2
